season,period_type,division,game_number,course_name,player_a,player_b,source_row_a,source_row_b,source_cell_a,source_cell_b,source_color,played_state,pairing_status,evidence_type,source_workbook,source_tab,source_range,source_sha256,source_era,provenance,notes
55,season,4,2,ALICE HARD,SARAHLYNN,WAREY84,32,34,M32:P32,M34:P34,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,55,'55'!A1:AT63,530f89c12904716fab8239595c5e925f0b93d8cde42de38bad9f63f7a9550297,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
55,season,4,2,ALICE HARD,WENDYW,WILL,33,35,M33:P33,M35:P35,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,55,'55'!A1:AT63,530f89c12904716fab8239595c5e925f0b93d8cde42de38bad9f63f7a9550297,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
55,season,4,2,ALICE HARD,WAREY84,SARAHLYNN,34,32,M34:P34,M32:P32,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,55,'55'!A1:AT63,530f89c12904716fab8239595c5e925f0b93d8cde42de38bad9f63f7a9550297,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
55,season,4,2,ALICE HARD,WILL,WENDYW,35,33,M35:P35,M33:P33,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,55,'55'!A1:AT63,530f89c12904716fab8239595c5e925f0b93d8cde42de38bad9f63f7a9550297,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
55,season,4,3,HOLIDAY HIDEAWAY EASY,SARAHLYNN,WILL,32,35,Q32:T32,Q35:T35,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,55,'55'!A1:AT63,530f89c12904716fab8239595c5e925f0b93d8cde42de38bad9f63f7a9550297,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
55,season,4,3,HOLIDAY HIDEAWAY EASY,WENDYW,WAREY84,33,34,Q33:T33,Q34:T34,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,55,'55'!A1:AT63,530f89c12904716fab8239595c5e925f0b93d8cde42de38bad9f63f7a9550297,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
55,season,4,3,HOLIDAY HIDEAWAY EASY,WAREY84,WENDYW,34,33,Q34:T34,Q33:T33,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,55,'55'!A1:AT63,530f89c12904716fab8239595c5e925f0b93d8cde42de38bad9f63f7a9550297,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
55,season,4,3,HOLIDAY HIDEAWAY EASY,WILL,SARAHLYNN,35,32,Q35:T35,Q32:T32,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,55,'55'!A1:AT63,530f89c12904716fab8239595c5e925f0b93d8cde42de38bad9f63f7a9550297,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,1,1,ATLANTIS EASY,LAURENT,BIGJA,5,6,I5:L5,I6:L6,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,1,1,ATLANTIS EASY,BIGJA,LAURENT,6,5,I6:L6,I5:L5,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,1,1,ATLANTIS EASY,THE REAL JB,DJTWIGG,7,8,I7:L7,I8:L8,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,1,1,ATLANTIS EASY,DJTWIGG,THE REAL JB,8,7,I8:L8,I7:L7,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,1,2,GARDENS OF BABYLON HARD,LAURENT,THE REAL JB,5,7,M5:P5,M7:P7,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,1,2,GARDENS OF BABYLON HARD,BIGJA,DJTWIGG,6,8,M6:P6,M8:P8,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,1,2,GARDENS OF BABYLON HARD,THE REAL JB,LAURENT,7,5,M7:P7,M5:P5,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,1,2,GARDENS OF BABYLON HARD,DJTWIGG,BIGJA,8,6,M8:P8,M6:P6,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,1,3,WIDOWS EASY,LAURENT,DJTWIGG,5,8,Q5:T5,Q8:T8,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,1,3,WIDOWS EASY,BIGJA,THE REAL JB,6,7,Q6:T6,Q7:T7,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,1,3,WIDOWS EASY,THE REAL JB,BIGJA,7,6,Q7:T7,Q6:T6,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,1,3,WIDOWS EASY,DJTWIGG,LAURENT,8,5,Q8:T8,Q5:T5,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,2,1,ATLANTIS EASY,DUCKK,YODA,14,15,I14:L14,I15:L15,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,2,1,ATLANTIS EASY,YODA,DUCKK,15,14,I15:L15,I14:L14,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,2,1,ATLANTIS EASY,KD,,16,,I16:L16,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE UNIQUE COLOR,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
56,season,2,2,GARDENS OF BABYLON HARD,DUCKK,KD,14,16,M14:P14,M16:P16,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,2,2,GARDENS OF BABYLON HARD,YODA,,15,,M15:P15,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE UNIQUE COLOR,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
56,season,2,2,GARDENS OF BABYLON HARD,KD,DUCKK,16,14,M16:P16,M14:P14,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,2,3,WIDOWS EASY,DUCKK,,14,,Q14:T14,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE UNIQUE COLOR,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
56,season,2,3,WIDOWS EASY,YODA,KD,15,16,Q15:T15,Q16:T16,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,2,3,WIDOWS EASY,KD,YODA,16,15,Q16:T16,Q15:T15,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,3,1,ATLANTIS EASY,SPICY,RACCOONS WHISKER,23,24,I23:L23,I24:L24,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,3,1,ATLANTIS EASY,RACCOONS WHISKER,SPICY,24,23,I24:L24,I23:L23,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,3,1,ATLANTIS EASY,WILL,,25,,I25:L25,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE UNIQUE COLOR,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
56,season,3,2,GARDENS OF BABYLON HARD,SPICY,WILL,23,25,M23:P23,M25:P25,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,3,2,GARDENS OF BABYLON HARD,RACCOONS WHISKER,,24,,M24:P24,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE UNIQUE COLOR,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
56,season,3,2,GARDENS OF BABYLON HARD,WILL,SPICY,25,23,M25:P25,M23:P23,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,3,3,WIDOWS EASY,SPICY,,23,,Q23:T23,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE UNIQUE COLOR,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
56,season,3,3,WIDOWS EASY,RACCOONS WHISKER,WILL,24,25,Q24:T24,Q25:T25,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,3,3,WIDOWS EASY,WILL,RACCOONS WHISKER,25,24,Q25:T25,Q24:T24,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,4,1,ATLANTIS EASY,WAREY84,SARAHLYNN,32,33,I32:L32,I33:L33,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,4,1,ATLANTIS EASY,SARAHLYNN,WAREY84,33,32,I33:L33,I32:L32,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,4,1,ATLANTIS EASY,WENDYW,,34,,I34:L34,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE UNIQUE COLOR,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
56,season,4,2,GARDENS OF BABYLON HARD,WAREY84,WENDYW,32,34,M32:P32,M34:P34,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,4,2,GARDENS OF BABYLON HARD,SARAHLYNN,,33,,M33:P33,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE UNIQUE COLOR,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
56,season,4,2,GARDENS OF BABYLON HARD,WENDYW,WAREY84,34,32,M34:P34,M32:P32,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,4,3,WIDOWS EASY,WAREY84,,32,,Q32:T32,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE UNIQUE COLOR,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
56,season,4,3,WIDOWS EASY,SARAHLYNN,WENDYW,33,34,Q33:T33,Q34:T34,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
56,season,4,3,WIDOWS EASY,WENDYW,SARAHLYNN,34,33,Q34:T34,Q33:T33,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED — SCHEDULED / UNPLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,56,'56'!A1:AT63,0c7405457399377a541a702ae67d1e6366c551559fbe6348761d8b9d4a04d5fb,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
57,season,1,1,ALICE EASY,BIGJA,LAURENT,5,6,I5:L5,I6:L6,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,57,'57'!A1:AT63,6275b7423f1f191fd3dd834bbc919bc4932b80feeb4a54b07a7b25214fc7d800,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
57,season,1,1,ALICE EASY,LAURENT,BIGJA,6,5,I6:L6,I5:L5,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,57,'57'!A1:AT63,6275b7423f1f191fd3dd834bbc919bc4932b80feeb4a54b07a7b25214fc7d800,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
57,season,1,1,ALICE EASY,THE REAL JB,DUCKK,7,8,I7:L7,I8:L8,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,57,'57'!A1:AT63,6275b7423f1f191fd3dd834bbc919bc4932b80feeb4a54b07a7b25214fc7d800,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
57,season,1,1,ALICE EASY,DUCKK,THE REAL JB,8,7,I8:L8,I7:L7,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,57,'57'!A1:AT63,6275b7423f1f191fd3dd834bbc919bc4932b80feeb4a54b07a7b25214fc7d800,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
57,season,1,2,QUIXOTE VALLEY HARD,BIGJA,THE REAL JB,5,7,M5:P5,M7:P7,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,57,'57'!A1:AT63,6275b7423f1f191fd3dd834bbc919bc4932b80feeb4a54b07a7b25214fc7d800,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
57,season,1,2,QUIXOTE VALLEY HARD,LAURENT,DUCKK,6,8,M6:P6,M8:P8,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,57,'57'!A1:AT63,6275b7423f1f191fd3dd834bbc919bc4932b80feeb4a54b07a7b25214fc7d800,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
57,season,1,2,QUIXOTE VALLEY HARD,THE REAL JB,BIGJA,7,5,M7:P7,M5:P5,"rgb(1,0,0,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,57,'57'!A1:AT63,6275b7423f1f191fd3dd834bbc919bc4932b80feeb4a54b07a7b25214fc7d800,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
57,season,1,2,QUIXOTE VALLEY HARD,DUCKK,LAURENT,8,6,M8:P8,M6:P6,"rgb(0,0,1,1)",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,CURRENT SEASON STROKE PLAY,57,'57'!A1:AT63,6275b7423f1f191fd3dd834bbc919bc4932b80feeb4a54b07a7b25214fc7d800,mirrored_3_course_s43_s61,matching font/text color on actual score-entry cells,Pair is represented once per source-side score row for row-level provenance.
